profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-53761054-1,2022-01-01T11:14:13,Bilbao,transfer,Salary,3845.48,24092.97
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-98648614-2,2022-01-01T11:14:13,Bilbao,transfer,Partner Salary,2545.06,26638.030000000002
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-64854590-3,2022-01-04T19:17:25,Bilbao,Expense,food,-108.32,26529.710000000003
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-62841144-5,2022-01-05T09:03:36,Bilbao,Basic services,water,-43.71,25303.190000000002
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-14537721-4,2022-01-05T23:47:05,Bilbao,Housing,Mortgage,-1182.81,25346.9
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-81095376-6,2022-01-06T07:47:57,Bilbao,Basic services,water,-16.74,25286.45
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-95485465-8,2022-01-07T13:07:43,Bilbao,Basic services,internet,-78.18,25107.350000000002
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-14804407-7,2022-01-07T16:28:20,Bilbao,Basic services,electricity,-100.92,25185.530000000002
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-58294226-9,2022-01-24T09:58:43,Bilbao,Expense,clothing,-480.61,24626.74
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-12764163-10,2022-02-01T11:13:21,Bilbao,transfer,Salary,3845.48,28472.22
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-36800269-11,2022-02-01T11:13:21,Bilbao,transfer,Partner Salary,2545.06,31017.280000000002
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-73613750-12,2022-02-01T11:13:21,Bilbao,transfer,Extra Income,384.55,31401.83
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-96005128-13,2022-02-02T17:01:05,Bilbao,Expense,leisure,-224.32,31177.510000000002
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-65077482-16,2022-02-05T11:21:01,Bilbao,Expense,leisure,-15.29,29939.829999999998
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-64423579-15,2022-02-05T12:24:46,Bilbao,Basic services,internet,-39.58,29955.12
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-83644680-14,2022-02-05T22:19:20,Bilbao,Housing,Mortgage,-1182.81,29994.7
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-64897728-17,2022-02-07T19:54:05,Bilbao,Basic services,internet,-76.47,29863.359999999997
High income,Ciriaco Toro Segovia,ES5130004214548052715812,TXN-9505809-18,2022-02-11T16:56:45,Bilbao,Expense,healthcare,-167.78,29695.579999999998
