profile,name,age,iban,trx_id,timestamp,city,trx_type,trx_cat,amount_eur,balance
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00001-79024306,2022-01-01T15:42:42,Bilbao,incomes,salary,1514.99,3052.46
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00002-50372512,2022-01-01T15:42:42,Bilbao,incomes,salary_partner,1015.63,4068.09
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00003-14129794,2022-01-02T16:52:05,Bilbao,Expense,leisure,-41.49,4026.6
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00004-43511102,2022-01-04T12:17:16,Bilbao,expenses,mortgage,-928.53,3098.07
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00005-13921612,2022-01-05T15:33:25,Bilbao,expenses,gas,-40.21,3057.86
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00006-60137715,2022-01-05T13:33:52,Bilbao,expenses,phone,-43.92,3013.94
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00007-66773463,2022-01-06T10:33:25,Bilbao,expenses,electricity,-25.11,2988.83
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00008-46306403,2022-01-07T13:38:44,Bilbao,Expense,transport,-52.91,2935.92
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00009-75770553,2022-01-08T16:25:49,Bilbao,expenses,water,-27.65,2908.27
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00010-28039099,2022-01-08T14:15:09,Bilbao,expenses,internet,-42.0,2866.27
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00011-19011278,2022-01-10T18:23:24,Bilbao,Expense,transport,-67.31,2798.96
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00012-44168606,2022-01-10T01:57:33,Bilbao,Expense,cash,-100.0,2698.96
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00013-25136885,2022-01-10T18:50:43,Bilbao,Expense,gifts,-739.77,1959.19
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00014-79462236,2022-01-11T13:19:42,Bilbao,Expense,food,-66.28,1892.91
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00015-85044142,2022-01-11T11:41:39,Bilbao,Expense,clothing,-53.06,1839.85
buyer_1,Luis,28,ES28209538501931917716,TRX_N-00016-33967447,2022-01-13T17:58:58,Leioa,Expense,transport,-76.49,1763.36
