profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-96611127-2,2022-01-01 00:34:13,Lasarte-Oria,Healthcare,Healthcare,6340.815972105883,84848.46065834076
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-16072928-1,2022-01-01 17:25:02,Bilbao,transfer,Salary,3501.586786959184,91189.27663044663
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-70710745-3,2022-01-02 10:04:52,Basauri,Savings and investment,Savings and investment,8851.160767004474,75997.29989133628
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-64792178-4,2022-01-03 16:51:54,Zarautz,Healthcare,Healthcare,3587.4236907296317,72409.87620060665
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-91223454-5,2022-01-04 11:20:14,Portugalete,Savings and investment,Savings and investment,7409.704727927691,65000.171472678965
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-91181740-6,2022-01-05 16:00:39,Sestao,Donations and charity,Donations and charity,3724.556663121935,61275.61480955703
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-75323790-7,2022-01-06 02:50:51,Sestao,Donations and charity,Donations and charity,2923.504764136227,58352.110045420806
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-59430143-8,2022-01-07 16:08:35,Barakaldo,Transport,Transport,8366.371729059167,49985.73831636164
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-69852911-9,2022-01-08 17:10:10,Sestao,Donations and charity,Donations and charity,6247.779036423102,43737.959279938535
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-24285311-10,2022-01-09 14:02:37,Durango,Food,Food,531.5635016225156,43206.39577831602
High income,Amor Benavent Benavent,ES3382281917816972094889,TXN-31083217-11,2022-01-10 18:24:40,Leioa,Education,Education,5835.43924803074,37370.956530285286
