profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-18818795-4,2022-01-01T08:07:07,Bilbao,Expense,healthcare,-171.01,100877.76000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-488488-3,2022-01-01T12:01:13,Bilbao,Expense,leisure,-69.58,101048.77
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-71201608-1,2022-01-01T22:50:41,Bilbao,transfer,Salary,2868.74,98216.57
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-55621247-2,2022-01-01T22:50:41,Bilbao,transfer,Partner Salary,2901.78,101118.35
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-53737893-7,2022-01-05T00:39:03,Bilbao,Basic services,internet,-40.9,99803.78000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-85123122-6,2022-01-05T16:52:47,Bilbao,Basic services,water,-16.96,99844.68000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-79931542-5,2022-01-05T17:01:02,Bilbao,Housing,Mortgage,-1016.12,99861.64000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-74307948-8,2022-01-06T20:17:16,Bilbao,Basic services,phone,-69.45,99734.33000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-17784443-9,2022-01-14T22:59:21,Bilbao,Expense,gifts,-211.1,99523.23000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-81836858-10,2022-01-17T21:46:28,Bilbao,Expense,food,-798.9,98724.33000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-62181370-11,2022-01-20T00:41:24,Bilbao,Expense,food,-551.39,98172.94000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-71007268-12,2022-01-25T08:51:51,Bilbao,Expense,food,-172.88,98000.06000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-48116897-13,2022-01-31T12:39:08,Bilbao,Expense,clothing,-364.58,97635.48000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-1475333-14,2022-02-01T21:22:14,Bilbao,transfer,Salary,2868.74,100504.22000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-19245974-15,2022-02-01T21:22:14,Bilbao,transfer,Partner Salary,2901.78,103406.00000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-74844654-16,2022-02-01T21:22:14,Bilbao,transfer,Extra Income,286.87,103692.87000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-42457326-17,2022-02-05T12:41:30,Bilbao,Housing,Mortgage,-1016.12,102676.75000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-59053007-18,2022-02-05T16:03:08,Bilbao,Basic services,phone,-85.77,102590.98000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-1985136-21,2022-02-07T17:09:25,Santurtzi,Expense,leisure,-41.38,102382.51000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-13617971-20,2022-02-07T17:55:10,Bilbao,Basic services,phone,-21.7,102423.89000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-44223836-19,2022-02-07T21:15:51,Bilbao,Basic services,electricity,-145.39,102445.59000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-96443142-22,2022-02-23T08:10:11,Bilbao,Expense,transport,-181.52,102200.99
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-89181983-23,2022-03-01T05:26:58,Bilbao,transfer,Salary,2868.74,105069.73000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-69110536-24,2022-03-01T05:26:58,Bilbao,transfer,Partner Salary,2901.78,107971.51000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-54898597-27,2022-03-05T08:46:44,Bilbao,Basic services,gas,-96.07,106810.42000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-19219499-26,2022-03-05T10:47:59,Bilbao,Basic services,water,-48.9,106906.49000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-98424640-25,2022-03-05T19:15:45,Bilbao,Housing,Mortgage,-1016.12,106955.39000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-67127243-28,2022-03-06T13:09:01,Bilbao,Basic services,water,-14.76,106795.66000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-49859492-30,2022-03-06T17:02:48,Bilbao,Basic services,phone,-40.3,106655.53000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-27912966-29,2022-03-06T18:53:28,Bilbao,Basic services,gas,-99.83,106695.83000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-83508877-31,2022-03-06T20:36:07,Bilbao,Expense,transport,-28.41,106627.12000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-59516101-33,2022-03-07T09:26:53,Bilbao,Basic services,gas,-49.74,106526.76000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-5614363-34,2022-03-07T11:45:37,Bilbao,Basic services,phone,-54.25,106472.51000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-38110300-32,2022-03-07T13:21:05,Bilbao,Basic services,electricity,-50.62,106576.50000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-20505424-35,2022-03-14T18:45:37,Bilbao,Expense,gifts,-440.66,106031.85
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-97687916-36,2022-03-15T11:55:20,Llodio,Expense,leisure,-242.28,105789.57
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-49010223-37,2022-03-29T16:06:32,Bilbao,Expense,transport,-57.99,105731.58
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-80419432-40,2022-04-01T09:24:32,Bilbao,Expense,healthcare,-288.19,111213.91
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-43904487-38,2022-04-01T21:39:28,Bilbao,transfer,Salary,2868.74,108600.32
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-32448486-39,2022-04-01T21:39:28,Bilbao,transfer,Partner Salary,2901.78,111502.1
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-33113119-41,2022-04-05T05:33:04,Bilbao,Housing,Mortgage,-1016.12,110197.79000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-76526692-42,2022-04-06T04:31:24,Bilbao,Basic services,water,-69.47,110128.32
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-50905968-43,2022-04-06T19:15:06,Bilbao,Expense,repairs,-999.35,109128.97
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-17810892-47,2022-04-07T14:29:22,Bilbao,Basic services,phone,-54.68,108860.83000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-9233486-44,2022-04-07T14:44:04,Bilbao,Basic services,water,-19.84,109109.13
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-7559529-45,2022-04-07T15:22:56,Bilbao,Basic services,electricity,-129.01,108980.12000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-57160769-46,2022-04-07T20:53:20,Bilbao,Basic services,internet,-64.61,108915.51000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-84829627-48,2022-04-19T10:28:13,Sestao,Expense,repairs,-785.77,108075.06000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-92521880-49,2022-04-29T13:28:13,Zarautz,Expense,leisure,-52.95,108022.11000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-99357215-50,2022-05-01T19:12:38,Bilbao,transfer,Salary,2868.74,110890.85000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-44718214-51,2022-05-01T19:12:38,Bilbao,transfer,Partner Salary,2901.78,113792.63000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-36701996-52,2022-05-01T19:12:38,Bilbao,transfer,Extra Income,286.87,114079.50000000001
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-1883304-53,2022-05-05T09:21:36,Bilbao,Housing,Mortgage,-1016.12,113063.38000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-26508042-54,2022-05-05T19:29:04,Bilbao,Basic services,phone,-66.2,112997.18000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-9765442-55,2022-05-06T22:09:47,Bilbao,Basic services,phone,-99.38,112897.80000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-13792206-59,2022-05-07T09:12:59,Bilbao,Basic services,phone,-45.05,112577.48000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-22828167-56,2022-05-07T10:53:26,Bilbao,Basic services,water,-61.73,112836.07000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-77256133-58,2022-05-07T16:08:46,Bilbao,Basic services,internet,-77.62,112622.53000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-34580747-57,2022-05-07T19:48:16,Bilbao,Basic services,electricity,-135.92,112700.15000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-7651272-60,2022-05-07T22:50:06,Bilbao,Expense,food,-444.01,112133.47000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-48770477-61,2022-05-28T10:16:30,Bilbao,Expense,food,-443.83,111689.64000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-61059748-62,2022-06-01T11:55:28,Bilbao,transfer,Salary,2868.74,114558.38000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-14161141-63,2022-06-01T11:55:28,Bilbao,transfer,Partner Salary,2901.78,117460.16000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-5478020-64,2022-06-01T11:55:28,Bilbao,transfer,Bonus,2965.6,120425.76000000004
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-38194916-66,2022-06-05T12:06:08,Bilbao,Basic services,water,-15.24,119394.40000000004
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-62963366-67,2022-06-05T14:50:51,Bilbao,Basic services,internet,-63.35,119331.05000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-15748632-65,2022-06-05T15:03:15,Bilbao,Housing,Mortgage,-1016.12,119409.64000000004
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-10950060-70,2022-06-06T03:18:17,Bilbao,Basic services,internet,-61.68,119114.40000000004
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-94565185-69,2022-06-06T05:55:56,Bilbao,Basic services,gas,-71.97,119176.08000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-13448240-71,2022-06-06T18:10:34,Bilbao,Basic services,phone,-87.96,119026.44000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-46929902-68,2022-06-06T19:41:34,Bilbao,Basic services,electricity,-83.0,119248.05000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-29543063-72,2022-06-07T08:27:45,Bilbao,Basic services,water,-53.06,118973.38000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-15334759-73,2022-06-07T23:13:27,Bilbao,Basic services,electricity,-104.6,118868.78000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-39365990-74,2022-06-09T12:08:16,Bilbao,Expense,repairs,-795.55,118073.23000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-78359662-75,2022-06-12T14:15:07,Bilbao,Expense,healthcare,-314.08,117759.15000000002
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-82414681-76,2022-06-20T13:59:05,Bilbao,Expense,gifts,-149.4,117609.75000000003
High income,Marc Cristian Baquero Galiano,ES6644866615825068334624,TXN-79369517-77,2022-06-21T18:08:21,Bilbao,Expense,clothing,-367.33,117242.42000000003
