profile,name,age,iban,trx_id,timestamp,city,trx_type,trx_cat,amount_eur,balance
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00001-43343229,2022-01-01T02:12:22,Bilbao,incomes,salary,1171.95,1834.66
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00002-22950573,2022-02-01T19:30:55,Bilbao,incomes,salary,1171.95,3006.61
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00003-27605691,2022-03-01T11:59:52,Bilbao,incomes,salary,1171.95,4178.56
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00004-08273074,2022-04-01T17:41:43,Bilbao,incomes,salary,1171.95,5350.51
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00005-56578359,2022-04-01T17:41:43,Bilbao,incomes,extra_income,208.92,5559.43
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00006-81446468,2022-05-01T16:48:40,Bilbao,incomes,salary,1171.95,6731.38
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00007-87489933,2022-06-01T16:58:07,Bilbao,incomes,salary,1171.95,7903.33
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00008-81257590,2022-06-01T16:58:07,Bilbao,incomes,salary_bonus,900.06,8803.39
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00009-37778289,2022-07-01T13:41:48,Bilbao,incomes,salary,1171.95,9975.34
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00010-07167911,2022-07-01T13:41:48,Bilbao,incomes,extra_income,208.92,10184.26
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00011-98806300,2022-08-01T02:16:34,Bilbao,incomes,salary,1171.95,11356.21
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00012-57956123,2022-09-01T16:08:51,Bilbao,incomes,salary,1171.95,12528.16
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00013-65686940,2022-10-01T13:41:44,Bilbao,incomes,salary,1171.95,13700.11
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00014-72255545,2022-11-01T08:44:42,Bilbao,incomes,salary,1171.95,14872.06
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00015-72880283,2022-11-01T08:44:42,Bilbao,incomes,extra_income,208.92,15080.98
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00016-00155240,2022-12-01T12:59:23,Bilbao,incomes,salary,1171.95,16252.93
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00017-04238182,2022-12-01T12:59:23,Bilbao,incomes,salary_bonus,854.74,17107.67
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00018-35193724,2023-01-01T08:59:55,Bilbao,incomes,salary,1212.97,18320.64
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00019-47119488,2023-02-01T22:06:46,Bilbao,incomes,salary,1212.97,19533.61
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00020-59207429,2023-03-01T18:10:07,Bilbao,incomes,salary,1212.97,20746.58
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00021-52679705,2023-03-01T18:10:07,Bilbao,incomes,extra_income,208.92,20955.5
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00022-16848740,2023-04-01T08:06:26,Bilbao,incomes,salary,1212.97,22168.47
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00023-63120000,2023-05-01T17:31:54,Bilbao,incomes,salary,1212.97,23381.44
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00024-75371231,2023-06-01T05:51:55,Bilbao,incomes,salary,1212.97,24594.41
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00025-58456855,2023-06-01T05:51:55,Bilbao,incomes,salary_bonus,895.85,25490.26
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00026-37850462,2023-07-01T18:29:36,Bilbao,incomes,salary,1212.97,26703.23
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00027-33376053,2023-07-01T18:29:36,Bilbao,incomes,extra_income,208.92,26912.15
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00028-97019453,2023-08-01T15:41:21,Bilbao,incomes,salary,1212.97,28125.12
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00029-33704770,2023-09-01T23:57:04,Bilbao,incomes,salary,1212.97,29338.09
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00030-42125983,2023-10-01T19:16:24,Bilbao,incomes,salary,1212.97,30551.06
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00031-79872597,2023-10-01T19:16:24,Bilbao,incomes,extra_income,208.92,30759.98
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00032-18599379,2023-11-01T22:54:30,Bilbao,incomes,salary,1212.97,31972.95
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00033-03141245,2023-12-01T09:56:55,Bilbao,incomes,salary,1212.97,33185.92
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00034-33345423,2023-12-01T09:56:55,Bilbao,incomes,salary_bonus,942.08,34128.0
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00035-80548194,2024-01-01T16:40:37,Bilbao,incomes,salary,1249.57,35377.57
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00036-05443132,2024-02-01T09:55:37,Bilbao,incomes,salary,1249.57,36627.14
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00037-50809450,2024-02-01T09:55:37,Bilbao,incomes,extra_income,208.92,36836.06
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00038-17630148,2024-03-01T19:49:01,Bilbao,incomes,salary,1249.57,38085.63
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00039-56548121,2024-04-01T09:41:35,Bilbao,incomes,salary,1249.57,39335.2
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00040-81302169,2024-05-01T15:51:11,Bilbao,incomes,salary,1249.57,40584.77
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00041-50811794,2024-05-01T15:51:11,Bilbao,incomes,extra_income,208.92,40793.69
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00042-16346853,2024-06-01T21:41:43,Bilbao,incomes,salary,1249.57,42043.26
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00043-16084454,2024-06-01T21:41:43,Bilbao,incomes,salary_bonus,882.82,42926.08
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00044-80048231,2024-07-01T10:28:59,Bilbao,incomes,salary,1249.57,44175.65
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00045-17910147,2024-08-01T11:04:33,Bilbao,incomes,salary,1249.57,45425.22
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00046-80684789,2024-09-01T19:40:53,Bilbao,incomes,salary,1249.57,46674.79
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00047-73151455,2024-09-01T19:40:53,Bilbao,incomes,extra_income,208.92,46883.71
buyer_1,Luis,28,ES36209583077776213019,TRX_N-00048-55413224,2024-10-01T15:05:44,Bilbao,incomes,salary,1249.57,48133.28
