profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Amado Belda Alba,ES8731768602713784194765,TXN-43802585-3,2022-01-01T18:33:49,Bilbao,Expense,Minor expenses,-9.25,45566.99999999999
High income,Amado Belda Alba,ES8731768602713784194765,TXN-45557533-1,2022-01-01T19:04:08,Bilbao,transfer,Salary,3520.06,42040.259999999995
High income,Amado Belda Alba,ES8731768602713784194765,TXN-1975484-2,2022-01-01T19:04:08,Bilbao,transfer,Partner Salary,3535.99,45576.24999999999
High income,Amado Belda Alba,ES8731768602713784194765,TXN-17177364-4,2022-01-02T19:50:37,Bilbao,Expense,Minor expenses,-9.74,45557.259999999995
High income,Amado Belda Alba,ES8731768602713784194765,TXN-31004277-5,2022-01-03T19:00:57,Bilbao,Expense,Minor expenses,-6.15,45551.10999999999
High income,Amado Belda Alba,ES8731768602713784194765,TXN-85429647-6,2022-01-04T13:39:39,Bermeo,Expense,Minor expenses,-5.75,45545.35999999999
High income,Amado Belda Alba,ES8731768602713784194765,TXN-83202584-8,2022-01-05T12:10:49,Bilbao,Basic services,water,-43.2,43970.7
High income,Amado Belda Alba,ES8731768602713784194765,TXN-97262764-10,2022-01-05T15:18:41,Eibar,Expense,transport,-52.6,43861.89
High income,Amado Belda Alba,ES8731768602713784194765,TXN-70042171-7,2022-01-05T20:08:01,Bilbao,Housing,Mortgage,-1531.46,44013.899999999994
High income,Amado Belda Alba,ES8731768602713784194765,TXN-36487875-9,2022-01-05T21:26:51,Bilbao,Basic services,internet,-56.21,43914.49
High income,Amado Belda Alba,ES8731768602713784194765,TXN-61901070-11,2022-01-05T23:21:12,Bilbao,Expense,Minor expenses,-4.44,43857.45
High income,Amado Belda Alba,ES8731768602713784194765,TXN-87716183-12,2022-01-06T08:57:43,Bilbao,Basic services,phone,-31.86,43825.59
High income,Amado Belda Alba,ES8731768602713784194765,TXN-90684632-13,2022-01-06T11:29:07,Bilbao,Expense,Minor expenses,-4.08,43821.509999999995
High income,Amado Belda Alba,ES8731768602713784194765,TXN-54477527-15,2022-01-07T06:23:34,Bilbao,Basic services,internet,-31.09,43765.54
High income,Amado Belda Alba,ES8731768602713784194765,TXN-46596650-16,2022-01-07T07:17:33,Erandio,Expense,Minor expenses,-6.52,43759.020000000004
High income,Amado Belda Alba,ES8731768602713784194765,TXN-23299797-14,2022-01-07T09:31:45,Bilbao,Basic services,water,-24.88,43796.63
High income,Amado Belda Alba,ES8731768602713784194765,TXN-7809296-17,2022-01-08T04:16:37,Amurrio,Expense,Minor expenses,-7.91,43751.11
High income,Amado Belda Alba,ES8731768602713784194765,TXN-63930666-18,2022-01-09T18:40:59,Mungia,Expense,Minor expenses,-9.13,43741.98
High income,Amado Belda Alba,ES8731768602713784194765,TXN-61781099-19,2022-01-11T20:13:27,Pasaia,Expense,Minor expenses,-9.78,43732.200000000004
High income,Amado Belda Alba,ES8731768602713784194765,TXN-16129982-20,2022-01-17T11:26:25,Bilbao,Expense,Minor expenses,-8.11,43724.090000000004
High income,Amado Belda Alba,ES8731768602713784194765,TXN-96389464-21,2022-01-18T20:36:31,Salvatierra/Agurain,Expense,Minor expenses,-5.72,43718.37
High income,Amado Belda Alba,ES8731768602713784194765,TXN-33951610-22,2022-01-20T16:16:54,Bilbao,Expense,Minor expenses,-4.37,43714.0
High income,Amado Belda Alba,ES8731768602713784194765,TXN-91048197-23,2022-01-21T09:20:29,Bilbao,Expense,travel,-1886.93,41827.07
