profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-27644420-3,2022-01-01T19:21:43,Bilbao,Expense,Minor expenses,-4.5,92987.63
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-42238295-1,2022-01-01T23:48:01,Bilbao,transfer,Salary,3331.4,89612.03
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-18595093-2,2022-01-01T23:48:01,Bilbao,transfer,Partner Salary,3380.1,92992.13
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-33599961-4,2022-01-02T09:00:50,Bilbao,Expense,Minor expenses,-7.0,92980.63
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-64018468-5,2022-01-03T13:43:38,Bilbao,Expense,Minor expenses,-3.9,92976.73000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-57770793-6,2022-01-04T13:18:26,Bilbao,Expense,food,-464.57,92512.16
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-67839904-7,2022-01-04T16:17:17,Barakaldo,Expense,Minor expenses,-4.67,92507.49
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-5267417-14,2022-01-05T09:15:07,Bilbao,Expense,Minor expenses,-9.2,91444.18000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-55372294-10,2022-01-05T10:12:37,Bilbao,Basic services,gas,-73.31,91760.59000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-92284507-12,2022-01-05T12:01:31,Bilbao,Basic services,phone,-79.08,91604.18000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-88662910-9,2022-01-05T18:56:00,Bilbao,Basic services,water,-65.89,91833.90000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-66315233-8,2022-01-05T19:27:25,Bilbao,Housing,Mortgage,-607.7,91899.79000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-47803053-13,2022-01-05T22:01:43,Bilbao,Expense,transport,-150.8,91453.38
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-74171590-11,2022-01-05T23:49:53,Bilbao,Basic services,internet,-77.33,91683.26000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-93170149-15,2022-01-06T15:34:59,Bilbao,Basic services,water,-10.96,91433.22
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-94415716-16,2022-01-06T20:27:13,San Sebastian,Expense,Minor expenses,-8.63,91424.59
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-15530305-17,2022-01-07T08:57:38,Bilbao,Basic services,electricity,-45.54,91379.05
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-3378029-19,2022-01-07T11:18:53,Bilbao,Expense,Minor expenses,-8.03,91248.07
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-82404520-18,2022-01-07T22:56:36,Bilbao,Expense,transport,-122.95,91256.1
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-34186454-20,2022-01-08T15:52:30,Leioa,Expense,Minor expenses,-4.05,91244.02
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-94846086-21,2022-01-10T10:31:53,Bilbao,Expense,Minor expenses,-4.8,91239.22
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-69340332-22,2022-01-11T08:04:17,Bilbao,Expense,Minor expenses,-8.7,91230.52
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-34617818-23,2022-01-12T17:59:20,Bilbao,Expense,Minor expenses,-6.62,91223.90000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-78191055-24,2022-01-13T19:42:41,Bilbao,Expense,Minor expenses,-3.33,91220.57
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-39781001-25,2022-01-16T03:55:58,Bilbao,Expense,Minor expenses,-8.27,91212.3
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-76481060-26,2022-01-17T09:12:52,Bilbao,Expense,Minor expenses,-9.15,91203.15000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-25836287-27,2022-01-18T16:08:16,Errenteria,Expense,Minor expenses,-3.89,91199.26000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-12553142-28,2022-01-20T17:48:24,Bilbao,Expense,Minor expenses,-5.01,91194.25000000001
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-64605396-29,2022-01-21T15:46:51,Galdakao,Expense,Minor expenses,-8.34,91185.91000000002
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-960711-30,2022-01-23T14:09:06,Bilbao,Expense,Minor expenses,-3.3,91182.61000000002
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-96703679-31,2022-01-25T17:21:06,Bilbao,Expense,Minor expenses,-9.12,91173.49000000002
High income,Martina Carvajal Vidal,ES0380885874651466091692,TXN-35732849-32,2022-01-26T08:13:58,Bilbao,Expense,Minor expenses,-5.41,91168.08000000002
