profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-13089218-1,2022-01-01T05:09:31,Bilbao,transfer,Salary,2915.62,31266.559999999998
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-33963483-2,2022-01-01T05:09:31,Bilbao,transfer,Partner Salary,3029.61,34296.17
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-35572781-3,2022-01-05T14:17:21,Bilbao,Housing,Mortgage,-1656.09,32640.079999999998
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-98932104-4,2022-01-05T16:55:59,Bilbao,Basic services,water,-52.09,32587.989999999998
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-81590981-5,2022-01-06T16:53:11,Bilbao,Basic services,gas,-38.41,32549.579999999998
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-43456189-6,2022-01-07T20:27:08,Bilbao,Basic services,phone,-86.12,32463.46
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-56320300-7,2022-01-16T14:32:52,Bilbao,Expense,food,-693.78,31769.68
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-12352813-8,2022-02-01T01:43:06,Bilbao,transfer,Salary,2915.62,34685.3
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-27997490-9,2022-02-01T01:43:06,Bilbao,transfer,Partner Salary,3029.61,37714.91
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-45354960-10,2022-02-01T01:43:06,Bilbao,transfer,Extra Income,291.56,38006.47
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-73102708-11,2022-02-01T15:37:19,Bilbao,Expense,transport,-68.56,37937.91
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-15306374-15,2022-02-05T10:52:23,Bilbao,Expense,appliances,-1532.08,34468.69
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-7456157-13,2022-02-05T11:45:02,Bilbao,Basic services,electricity,-117.37,36164.450000000004
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-76140192-12,2022-02-05T13:21:13,Bilbao,Housing,Mortgage,-1656.09,36281.82000000001
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-97339906-14,2022-02-05T15:30:49,Bilbao,Expense,transport,-163.68,36000.770000000004
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-26283564-16,2022-02-06T09:11:49,Bilbao,Basic services,water,-59.08,34409.61
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-73614561-17,2022-02-06T17:03:27,Bilbao,Basic services,electricity,-109.91,34299.7
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-55711776-19,2022-02-07T10:07:08,Bilbao,Basic services,phone,-42.53,34225.15
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-24732090-18,2022-02-07T18:43:44,Bilbao,Basic services,electricity,-32.02,34267.68
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-89351268-20,2022-02-09T11:06:11,Bilbao,Expense,healthcare,-360.46,33864.69
High income,Olalla Ponce Izquierdo,ES7507369557485968296251,TXN-72003256-21,2022-02-21T09:07:57,Bilbao,Expense,education,-116.07,33748.62
