profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,David Ribas Salom,ES2277395655338023502046,TXN-3193610-1,2022-01-01T21:12:18,Bilbao,transfer,Salary,2823.0,75527.16
High income,David Ribas Salom,ES2277395655338023502046,TXN-26483209-2,2022-01-01T21:12:18,Bilbao,transfer,Partner Salary,3285.01,78812.17
High income,David Ribas Salom,ES2277395655338023502046,TXN-9225809-3,2022-01-02T00:01:05,Bilbao,Expense,appliances,-1238.92,77573.25
High income,David Ribas Salom,ES2277395655338023502046,TXN-99830637-6,2022-01-05T04:18:19,Bilbao,Basic services,electricity,-54.29,76744.98
High income,David Ribas Salom,ES2277395655338023502046,TXN-75759602-5,2022-01-05T17:45:43,Bilbao,Basic services,water,-65.1,76799.26999999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-65785529-7,2022-01-05T20:03:45,Bilbao,Basic services,phone,-75.91,76669.06999999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-68899986-4,2022-01-05T20:34:06,Bilbao,Housing,Mortgage,-708.88,76864.37
High income,David Ribas Salom,ES2277395655338023502046,TXN-54282652-8,2022-01-06T12:38:37,Bilbao,Basic services,electricity,-136.63,76532.43999999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-39867527-9,2022-01-06T16:42:14,Bilbao,Basic services,phone,-35.53,76496.90999999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-35016021-10,2022-01-07T08:04:13,Bilbao,Basic services,water,-30.35,76466.55999999998
High income,David Ribas Salom,ES2277395655338023502046,TXN-10661012-12,2022-01-07T19:07:33,Bilbao,Basic services,phone,-47.83,76400.80999999998
High income,David Ribas Salom,ES2277395655338023502046,TXN-60463145-11,2022-01-07T19:36:25,Bilbao,Basic services,gas,-17.92,76448.63999999998
High income,David Ribas Salom,ES2277395655338023502046,TXN-22357026-13,2022-01-11T09:27:35,Bilbao,Expense,food,-513.02,75887.78999999998
High income,David Ribas Salom,ES2277395655338023502046,TXN-66090610-14,2022-01-13T10:08:33,Bilbao,Expense,food,-577.47,75310.31999999998
High income,David Ribas Salom,ES2277395655338023502046,TXN-53609790-15,2022-01-13T10:16:24,Santurtzi,Expense,education,-608.32,74701.99999999997
High income,David Ribas Salom,ES2277395655338023502046,TXN-46202339-16,2022-01-26T09:34:48,Bilbao,Expense,healthcare,-255.73,74446.26999999997
High income,David Ribas Salom,ES2277395655338023502046,TXN-21533427-17,2022-02-01T08:49:57,Bilbao,transfer,Salary,2823.0,77269.26999999997
High income,David Ribas Salom,ES2277395655338023502046,TXN-31758109-18,2022-02-01T08:49:57,Bilbao,transfer,Partner Salary,3285.01,80554.27999999997
High income,David Ribas Salom,ES2277395655338023502046,TXN-62372369-19,2022-02-05T08:01:40,Bilbao,Housing,Mortgage,-708.88,79845.39999999997
High income,David Ribas Salom,ES2277395655338023502046,TXN-70988373-20,2022-02-05T10:22:53,Bilbao,Basic services,internet,-73.1,79772.29999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-40005568-21,2022-02-06T16:31:36,Bilbao,Basic services,electricity,-70.42,79701.87999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-68642447-23,2022-02-06T19:48:52,Bilbao,Basic services,phone,-23.12,79623.79999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-25465136-22,2022-02-06T20:19:18,Bilbao,Basic services,internet,-54.96,79646.91999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-32634090-24,2022-02-07T07:49:08,Bilbao,Basic services,gas,-88.98,79534.81999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-33221975-25,2022-02-10T11:12:21,Bilbao,Expense,clothing,-147.49,79387.32999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-17616506-26,2022-02-12T04:37:06,Bilbao,Expense,gifts,-381.72,79005.60999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-17579370-27,2022-02-15T18:18:36,Bilbao,Expense,food,-269.7,78735.90999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-54060500-28,2022-02-25T12:30:46,Bilbao,Expense,leisure,-13.38,78722.52999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-4462778-32,2022-03-01T11:09:48,Bilbao,Expense,food,-214.87,84897.96999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-37641051-29,2022-03-01T17:27:29,Bilbao,transfer,Salary,2823.0,81545.52999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-94110912-30,2022-03-01T17:27:29,Bilbao,transfer,Partner Salary,3285.01,84830.53999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-93790217-31,2022-03-01T17:27:29,Bilbao,transfer,Extra Income,282.3,85112.83999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-17542918-33,2022-03-05T15:03:33,Bilbao,Housing,Mortgage,-708.88,84189.08999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-83710756-34,2022-03-06T13:26:26,Bilbao,Basic services,water,-36.14,84152.94999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-36468867-35,2022-03-06T20:34:27,Bilbao,Basic services,electricity,-131.17,84021.77999999996
High income,David Ribas Salom,ES2277395655338023502046,TXN-54698983-36,2022-03-07T08:20:34,Bilbao,Basic services,internet,-66.66,83955.11999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-55998495-37,2022-03-17T00:57:20,San Sebastian,Expense,leisure,-255.57,83699.54999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-5178403-38,2022-04-01T11:32:10,Bilbao,transfer,Salary,2823.0,86522.54999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-48485461-39,2022-04-01T11:32:10,Bilbao,transfer,Partner Salary,3285.01,89807.55999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-83351997-41,2022-04-05T11:17:34,Bilbao,Basic services,internet,-79.43,89019.24999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-22399370-40,2022-04-05T15:09:04,Bilbao,Housing,Mortgage,-708.88,89098.67999999993
High income,David Ribas Salom,ES2277395655338023502046,TXN-73735002-42,2022-04-06T11:36:38,Bilbao,Basic services,water,-35.26,88983.98999999995
High income,David Ribas Salom,ES2277395655338023502046,TXN-91492985-43,2022-04-06T16:01:54,Bilbao,Basic services,internet,-42.57,88941.41999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-28415588-44,2022-04-10T13:47:11,Bilbao,Expense,leisure,-63.28,88878.13999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-2152770-45,2022-04-23T05:07:50,Bilbao,Expense,leisure,-186.99,88691.14999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-27804683-46,2022-04-28T12:28:02,Elciego,Expense,food,-356.31,88334.83999999994
High income,David Ribas Salom,ES2277395655338023502046,TXN-65438819-47,2022-04-30T16:55:11,Bilbao,Expense,clothing,-301.35,88033.48999999993
High income,David Ribas Salom,ES2277395655338023502046,TXN-85288308-48,2022-05-01T13:31:26,Bilbao,transfer,Salary,2823.0,90856.48999999993
High income,David Ribas Salom,ES2277395655338023502046,TXN-68789353-49,2022-05-01T13:31:26,Bilbao,transfer,Partner Salary,3285.01,94141.49999999993
High income,David Ribas Salom,ES2277395655338023502046,TXN-82287178-50,2022-05-05T13:15:54,Bilbao,Housing,Mortgage,-708.88,93432.61999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-49614584-51,2022-05-05T13:58:49,Bilbao,Basic services,water,-36.8,93395.81999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-35227111-52,2022-05-05T15:33:38,Bilbao,Basic services,electricity,-103.47,93292.34999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-55913822-53,2022-05-07T14:53:49,Bilbao,Basic services,water,-51.95,93240.39999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-68298965-54,2022-05-07T15:01:16,Bilbao,Basic services,phone,-39.61,93200.78999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-9884553-55,2022-05-11T14:46:46,Lasarte-Oria,Expense,food,-538.22,92662.56999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-7087842-56,2022-05-29T18:41:01,Bilbao,Expense,food,-248.72,92413.84999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-74498304-61,2022-06-01T11:25:14,Bilbao,Expense,transport,-157.14,101208.97999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-72206618-57,2022-06-01T19:02:35,Bilbao,transfer,Salary,2823.0,95236.84999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-40565852-58,2022-06-01T19:02:35,Bilbao,transfer,Partner Salary,3285.01,98521.85999999991
High income,David Ribas Salom,ES2277395655338023502046,TXN-21112352-59,2022-06-01T19:02:35,Bilbao,transfer,Extra Income,282.3,98804.15999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-98264606-60,2022-06-01T19:02:35,Bilbao,transfer,Bonus,2561.96,101366.11999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-59574762-62,2022-06-05T15:58:10,Bilbao,Housing,Mortgage,-708.88,100500.09999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-60143097-63,2022-06-05T17:52:15,Bilbao,Basic services,electricity,-37.54,100462.55999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-41825327-64,2022-06-06T20:55:56,Bilbao,Basic services,electricity,-88.55,100374.00999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-72390009-65,2022-06-07T08:24:01,Bilbao,Basic services,electricity,-132.02,100241.98999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-52736105-66,2022-06-07T10:40:35,Bilbao,Basic services,internet,-48.0,100193.98999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-66682557-67,2022-06-18T05:59:50,Bilbao,Expense,leisure,-245.31,99948.67999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-70493824-68,2022-06-23T13:43:20,Bilbao,Expense,healthcare,-234.63,99714.04999999992
High income,David Ribas Salom,ES2277395655338023502046,TXN-27592043-69,2022-06-23T13:49:00,Bilbao,Expense,repairs,-577.97,99136.07999999991
High income,David Ribas Salom,ES2277395655338023502046,TXN-62324264-70,2022-06-26T08:22:36,Barakaldo,Expense,gifts,-213.96,98922.11999999991
High income,David Ribas Salom,ES2277395655338023502046,TXN-88492568-71,2022-07-01T23:16:49,Bilbao,transfer,Salary,2823.0,101745.11999999991
High income,David Ribas Salom,ES2277395655338023502046,TXN-49902702-72,2022-07-01T23:16:49,Bilbao,transfer,Partner Salary,3285.01,105030.1299999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-9748845-73,2022-07-05T20:06:30,Bilbao,Housing,Mortgage,-708.88,104321.2499999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-24646661-74,2022-07-06T08:06:08,Bilbao,Basic services,internet,-55.7,104265.5499999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-47735644-75,2022-07-10T12:36:17,Bilbao,Expense,food,-205.74,104059.8099999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-81019890-76,2022-07-13T23:48:55,Bilbao,Expense,education,-968.37,103091.4399999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-81389857-77,2022-07-20T18:08:11,Eibar,Expense,food,-178.95,102912.4899999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-98189061-78,2022-08-01T11:35:39,Bilbao,transfer,Salary,2823.0,105735.4899999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-43470504-79,2022-08-01T11:35:39,Bilbao,transfer,Partner Salary,3285.01,109020.4999999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-59745697-81,2022-08-05T14:02:45,Bilbao,Basic services,gas,-23.86,108287.7599999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-80456415-80,2022-08-05T15:08:21,Bilbao,Housing,Mortgage,-708.88,108311.6199999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-40795797-82,2022-08-06T12:12:52,Bilbao,Basic services,electricity,-35.77,108251.98999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-31188263-83,2022-08-06T15:46:28,Bilbao,Basic services,gas,-30.88,108221.10999999988
High income,David Ribas Salom,ES2277395655338023502046,TXN-82553527-84,2022-08-07T12:34:31,Bilbao,Basic services,water,-21.87,108199.23999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-40554186-85,2022-08-07T14:01:35,Bilbao,Basic services,electricity,-25.4,108173.8399999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-92385323-86,2022-08-27T14:14:29,Bilbao,Expense,food,-683.02,107490.81999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-44444291-87,2022-09-01T14:08:41,Bilbao,transfer,Salary,2823.0,110313.81999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-14766493-88,2022-09-01T14:08:41,Bilbao,transfer,Partner Salary,3285.01,113598.82999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-89051005-89,2022-09-01T14:08:41,Bilbao,transfer,Extra Income,282.3,113881.12999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-64081381-94,2022-09-05T10:10:12,Bilbao,Expense,gifts,-243.73,112588.9999999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-23347727-93,2022-09-05T14:15:54,Bilbao,Expense,healthcare,-185.09,112832.7299999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-86703274-91,2022-09-05T18:43:56,Bilbao,Basic services,water,-69.56,113102.68999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-39771597-90,2022-09-05T20:12:46,Bilbao,Housing,Mortgage,-708.88,113172.24999999988
High income,David Ribas Salom,ES2277395655338023502046,TXN-81439906-92,2022-09-05T20:35:26,Bilbao,Basic services,gas,-84.87,113017.81999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-4743224-95,2022-09-06T03:10:03,Bilbao,Basic services,electricity,-38.28,112550.7199999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-24757932-96,2022-09-07T10:38:13,Bilbao,Basic services,gas,-66.38,112484.3399999999
High income,David Ribas Salom,ES2277395655338023502046,TXN-1424615-97,2022-09-07T16:26:35,Bilbao,Basic services,phone,-52.6,112431.73999999989
High income,David Ribas Salom,ES2277395655338023502046,TXN-88869460-98,2022-09-11T12:48:31,Bilbao,Expense,food,-220.27,112211.46999999988
High income,David Ribas Salom,ES2277395655338023502046,TXN-47257421-99,2022-09-18T17:36:57,Bilbao,Expense,food,-519.6,111691.86999999988
High income,David Ribas Salom,ES2277395655338023502046,TXN-48006638-100,2022-10-01T15:45:39,Bilbao,transfer,Salary,2823.0,114514.86999999988
High income,David Ribas Salom,ES2277395655338023502046,TXN-47276066-101,2022-10-01T15:45:39,Bilbao,transfer,Partner Salary,3285.01,117799.87999999987
High income,David Ribas Salom,ES2277395655338023502046,TXN-46123699-103,2022-10-05T17:16:31,Bilbao,Basic services,water,-53.61,117037.38999999987
High income,David Ribas Salom,ES2277395655338023502046,TXN-3620834-102,2022-10-05T17:18:57,Bilbao,Housing,Mortgage,-708.88,117090.99999999987
High income,David Ribas Salom,ES2277395655338023502046,TXN-34918663-104,2022-10-05T21:10:56,Bilbao,Basic services,electricity,-147.75,116889.63999999987
High income,David Ribas Salom,ES2277395655338023502046,TXN-54698785-106,2022-10-06T08:58:32,Bilbao,Basic services,internet,-43.13,116824.98999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-64130110-107,2022-10-06T10:18:37,Bilbao,Basic services,phone,-29.23,116795.75999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-77964447-105,2022-10-06T11:23:57,Bilbao,Basic services,water,-21.52,116868.11999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-22954449-109,2022-10-07T13:39:35,Bilbao,Expense,clothing,-316.83,116395.60999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-83198468-108,2022-10-07T20:42:40,Bilbao,Basic services,phone,-83.32,116712.43999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-74489589-110,2022-10-10T15:32:18,Bilbao,Expense,food,-363.03,116032.57999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-50553714-111,2022-10-28T18:11:16,Vitoria-Gasteiz,Expense,repairs,-409.0,115623.57999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-79848579-112,2022-11-01T11:29:13,Bilbao,transfer,Salary,2823.0,118446.57999999986
High income,David Ribas Salom,ES2277395655338023502046,TXN-86732567-113,2022-11-01T11:29:13,Bilbao,transfer,Partner Salary,3285.01,121731.58999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-65353819-114,2022-11-01T11:29:13,Bilbao,transfer,Extra Income,282.3,122013.88999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-85244872-115,2022-11-03T20:44:44,Bilbao,Expense,food,-151.89,121861.99999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-52642463-117,2022-11-05T20:17:26,Bilbao,Basic services,water,-32.97,121120.14999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-10984648-116,2022-11-05T22:16:17,Bilbao,Housing,Mortgage,-708.88,121153.11999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-88892261-118,2022-11-07T02:32:18,Bilbao,Basic services,water,-29.89,121090.25999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-95193722-119,2022-11-07T14:10:42,Bilbao,Basic services,phone,-75.88,121014.37999999984
High income,David Ribas Salom,ES2277395655338023502046,TXN-56983199-120,2022-11-19T17:24:20,Bilbao,Expense,education,-347.68,120666.69999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-61328260-121,2022-11-24T16:43:26,Bilbao,Expense,appliances,-1574.99,119091.70999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-81054641-122,2022-11-26T20:54:26,Bilbao,Expense,clothing,-220.73,118870.97999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-73753803-123,2022-12-01T17:43:44,Bilbao,transfer,Salary,2823.0,121693.97999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-90130438-124,2022-12-01T17:43:44,Bilbao,transfer,Partner Salary,3285.01,124978.98999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-16098309-125,2022-12-01T17:43:44,Bilbao,transfer,Bonus,2767.78,127746.76999999984
High income,David Ribas Salom,ES2277395655338023502046,TXN-78051565-129,2022-12-05T10:11:48,Bilbao,Basic services,phone,-28.77,126909.43999999984
High income,David Ribas Salom,ES2277395655338023502046,TXN-9150796-127,2022-12-05T10:32:12,Bilbao,Basic services,water,-58.42,126979.46999999984
High income,David Ribas Salom,ES2277395655338023502046,TXN-65856110-128,2022-12-05T10:49:26,Bilbao,Basic services,gas,-41.26,126938.20999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-84454137-126,2022-12-05T23:22:57,Bilbao,Housing,Mortgage,-708.88,127037.88999999984
High income,David Ribas Salom,ES2277395655338023502046,TXN-32141068-131,2022-12-06T14:40:18,Bilbao,Basic services,gas,-86.29,126770.27999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-5327904-132,2022-12-06T16:12:02,Bilbao,Basic services,phone,-68.41,126701.86999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-62241341-130,2022-12-06T19:55:46,Bilbao,Basic services,water,-52.87,126856.56999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-94901524-133,2022-12-07T06:59:21,Bilbao,Basic services,internet,-71.91,126629.95999999985
High income,David Ribas Salom,ES2277395655338023502046,TXN-52672533-134,2023-01-01T23:47:36,Bilbao,transfer,Salary,2823.0,129452.95999999985
