profile,name,age,iban,trx_id,timestamp,city,trx_type,trx_cat,amount_eur,balance
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00001-94097834,2022-01-01T16:30:05,Bilbao,incomes,salary,1481.0,2499.65
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00002-10285326,2022-01-01T16:30:05,Bilbao,incomes,salary_partner,1167.06,3666.71
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00003-80265466,2022-01-02T08:29:27,Bilbao,expenses,gifts,-848.09,2818.62
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00004-24577880,2022-01-04T17:33:36,Bilbao,expenses,mortgage,-743.13,2075.49
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00005-51556500,2022-01-05T10:17:22,Bilbao,expenses,transport,-54.65,2020.84
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00006-74820986,2022-01-05T14:19:55,Bilbao,expenses,clothing,-112.59,1908.25
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00007-12591200,2022-01-05T04:35:48,Bilbao,expenses,healthcare,-67.18,1841.07
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00008-70042421,2022-01-05T16:01:22,Bilbao,expenses,children,-54.52,1786.55
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00009-08947529,2022-01-06T17:46:38,Bilbao,expenses,internet,-42.0,1744.55
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00010-50387699,2022-01-06T14:00:01,Bilbao,expenses,food,-121.11,1623.44
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00011-28122007,2022-01-06T11:03:38,Bilbao,expenses,leisure,-22.95,1600.49
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00012-96364619,2022-01-07T12:05:51,Bilbao,expenses,food,-120.03,1480.46
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00013-45610054,2022-01-07T15:03:33,Bilbao,expenses,cash,-100.0,1380.46
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00014-17080030,2022-01-08T11:34:06,Bilbao,expenses,water,-20.34,1360.12
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00015-17079316,2022-01-08T15:56:01,Bilbao,expenses,electricity,-62.9,1297.22
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00016-19907426,2022-01-08T19:21:28,Bilbao,expenses,gas,-91.86,1205.36
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00017-59335514,2022-01-08T15:20:59,Bilbao,expenses,phone,-33.97,1171.39
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00018-39651491,2022-01-08T11:47:12,Bilbao,expenses,food,-123.73,1047.66
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00019-66784248,2022-01-08T22:05:38,Bilbao,expenses,leisure,-44.25,1003.41
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00020-32294424,2022-01-08T11:29:34,Bilbao,expenses,cash,-100.0,903.41
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00021-51393615,2022-01-08T15:15:02,Bilbao,expenses,appliances,-405.82,497.59
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00022-23199711,2022-01-10T15:43:49,Bilbao,expenses,healthcare,-68.58,429.01
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00023-82817985,2022-01-10T08:30:49,Zarautz,expenses,cash,-100.0,329.01
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00024-41341829,2022-01-14T10:13:47,Hondarribia,expenses,transport,-73.13,255.88
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00025-16697468,2022-01-15T09:06:11,Bilbao,expenses,cash,-100.0,155.88
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00026-26267509,2022-01-17T12:25:53,Bilbao,expenses,transport,-65.56,90.32
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00027-42897290,2022-01-17T11:24:49,Bilbao,expenses,cash,-100.0,-9.68
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00028-19924465,2022-01-17T03:34:06,Barakaldo,expenses,repairs,-247.83,-257.51
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00029-21590803,2022-01-17T11:45:53,Bilbao,expenses,children,-76.19,-333.7
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00030-82050612,2022-01-19T14:17:59,Durango,expenses,transport,-73.19,-406.89
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00031-57627783,2022-01-19T13:37:43,Bilbao,expenses,repairs,-175.59,-582.48
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00032-16604872,2022-01-20T14:40:43,Bilbao,expenses,transport,-50.5,-632.98
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00033-30924948,2022-01-21T10:14:04,Bilbao,expenses,leisure,-45.74,-678.72
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00034-92155683,2022-01-22T19:26:17,Bilbao,expenses,leisure,-22.16,-700.88
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00035-89709810,2022-01-23T16:44:55,Bilbao,expenses,cash,-100.0,-800.88
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00036-73406270,2022-01-24T20:09:52,Bilbao,expenses,appliances,-212.96,-1013.84
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00037-13228951,2022-01-25T16:01:37,Bilbao,expenses,gifts,-771.84,-1785.68
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00038-91188037,2022-01-30T09:36:07,Bilbao,expenses,leisure,-25.3,-1810.98
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00039-92718047,2022-01-30T07:23:54,Getxo,expenses,cash,-100.0,-1910.98
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00040-32641389,2022-02-01T21:06:36,Bilbao,incomes,salary,1481.0,-429.98
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00041-75841555,2022-02-01T21:06:36,Bilbao,incomes,salary_partner,1167.06,737.08
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00042-63079092,2022-02-01T16:27:09,Bilbao,expenses,leisure,-73.96,663.12
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00043-23089189,2022-02-03T15:05:03,Bilbao,expenses,education,-75.83,587.29
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00044-70371290,2022-02-04T03:05:04,Bilbao,expenses,mortgage,-743.13,-155.84
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00045-57919237,2022-02-04T17:23:55,Bilbao,expenses,cash,-100.0,-255.84
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00046-15967772,2022-02-05T23:22:19,Bilbao,expenses,electricity,-52.26,-308.1
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00047-45918476,2022-02-06T11:17:07,Bilbao,expenses,leisure,-54.64,-362.74
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00048-08052704,2022-02-07T12:23:25,Bilbao,expenses,internet,-42.0,-404.74
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00049-27805798,2022-02-07T22:10:55,Bilbao,expenses,phone,-32.61,-437.35
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00050-55764170,2022-02-08T15:12:15,Bilbao,expenses,water,-25.61,-462.96
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00051-01509073,2022-02-08T09:39:19,Bilbao,expenses,gas,-75.63,-538.59
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00052-35625719,2022-02-11T12:24:22,Bilbao,expenses,transport,-75.35,-613.94
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00053-29590324,2022-02-12T16:08:44,Vitoria-Gasteiz,expenses,repairs,-152.09,-766.03
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00054-00621721,2022-02-14T11:33:24,Bilbao,expenses,repairs,-133.37,-899.4
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00055-83984511,2022-02-14T18:21:22,Bilbao,expenses,children,-203.6,-1103.0
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00056-48759284,2022-02-15T04:44:11,Labastida,expenses,appliances,-318.56,-1421.56
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00057-80899688,2022-02-17T03:39:41,Bilbao,expenses,travel,-1030.09,-2451.65
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00058-20133825,2022-02-18T16:54:10,Bilbao,expenses,food,-102.67,-2554.32
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00059-14999746,2022-02-18T10:16:17,Eibar,expenses,education,-49.21,-2603.53
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00060-05675846,2022-02-20T16:37:11,Bilbao,expenses,cash,-100.0,-2703.53
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00061-86326385,2022-02-21T04:40:29,Bilbao,expenses,transport,-46.78,-2750.31
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00062-00060031,2022-02-23T17:07:15,Bilbao,expenses,cash,-100.0,-2850.31
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00063-80512560,2022-02-24T09:39:09,Bilbao,expenses,leisure,-79.81,-2930.12
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00064-04550301,2022-02-24T18:29:29,Bilbao,expenses,gifts,-745.85,-3675.97
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00065-24356954,2022-02-25T20:35:06,Bilbao,expenses,leisure,-20.84,-3696.81
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00066-78319921,2022-02-25T12:54:57,Bilbao,expenses,healthcare,-87.12,-3783.93
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00067-32307478,2022-02-25T08:38:28,Bilbao,expenses,education,-55.64,-3839.57
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00068-91594832,2022-02-27T13:50:39,Bilbao,expenses,transport,-43.28,-3882.85
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00069-17261362,2022-02-28T09:44:55,Bilbao,expenses,food,-88.8,-3971.65
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00070-53977830,2022-02-28T08:05:14,Amurrio,expenses,cash,-100.0,-4071.65
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00071-67057822,2022-03-01T14:05:04,Bilbao,incomes,salary,1481.0,-2590.65
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00072-93954066,2022-03-01T14:05:04,Bilbao,incomes,salary_partner,1167.06,-1423.59
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00073-46875233,2022-03-01T14:05:04,Bilbao,incomes,extra_income,241.2,-1182.39
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00074-12449625,2022-03-02T14:36:00,Bilbao,expenses,transport,-65.7,-1248.09
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00075-38924926,2022-03-03T08:43:59,Bilbao,expenses,food,-84.75,-1332.84
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00076-09986894,2022-03-04T04:21:00,Bilbao,expenses,mortgage,-743.13,-2075.97
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00077-67163675,2022-03-05T09:07:50,Bilbao,expenses,leisure,-50.21,-2126.18
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00078-39966233,2022-03-06T09:50:49,Bilbao,expenses,water,-22.8,-2148.98
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00079-89798745,2022-03-08T22:52:07,Bilbao,expenses,phone,-43.26,-2192.24
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00080-82436617,2022-03-08T14:00:06,Bilbao,expenses,electricity,-29.03,-2221.27
buyer_1,Luis,1996-08-10,ES36209580831926802634,TRX_N-00081-68664357,2022-03-08T15:41:46,Bilbao,expenses,gas,-49.31,-2270.58
