profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-59876441-1,2022-01-01T18:06:59,Bilbao,transfer,Salary,2597.04,85671.45999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-92838253-2,2022-01-01T18:06:59,Bilbao,transfer,Partner Salary,3231.46,88902.92
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-89105790-4,2022-01-05T09:59:36,Bilbao,Basic services,water,-71.1,87008.45
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-72834704-6,2022-01-05T15:11:13,Bilbao,Basic services,internet,-53.16,86904.96999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-82290504-3,2022-01-05T18:43:08,Bilbao,Housing,Mortgage,-1823.37,87079.55
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-83542768-5,2022-01-05T20:09:17,Bilbao,Basic services,gas,-50.32,86958.12999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-6426894-8,2022-01-06T09:38:16,Bilbao,Basic services,internet,-45.67,86790.05999999998
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-50000779-7,2022-01-06T23:02:18,Bilbao,Basic services,gas,-69.24,86835.72999999998
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-32833831-9,2022-01-10T20:43:48,Bilbao,Expense,transport,-120.01,86670.04999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-23528516-10,2022-01-19T23:23:32,Bilbao,Expense,gifts,-165.89,86504.15999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-53834098-11,2022-01-30T11:05:00,Bilbao,Expense,food,-602.11,85902.04999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-98726059-12,2022-02-01T12:42:44,Bilbao,transfer,Salary,2597.04,88499.08999999998
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-97150896-13,2022-02-01T12:42:44,Bilbao,transfer,Partner Salary,3231.46,91730.54999999999
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-29721111-17,2022-02-05T10:51:46,Bilbao,Basic services,internet,-54.61,89773.81
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-60745413-14,2022-02-05T12:59:25,Bilbao,Housing,Mortgage,-1823.37,89907.18
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-82103228-18,2022-02-05T15:09:12,Bilbao,Basic services,phone,-40.95,89732.86
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-94781648-16,2022-02-05T16:11:56,Bilbao,Basic services,electricity,-67.29,89828.42
High income,Clementina Viña Méndez,ES8664857417703921350387,TXN-18563585-15,2022-02-05T18:07:31,Bilbao,Basic services,water,-11.47,89895.70999999999
