profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-24570414-1,2022-01-01T09:09:49,Bilbao,transfer,Salary,3397.73,84655.31999999999
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-14384742-2,2022-01-01T09:09:49,Bilbao,transfer,Partner Salary,3353.6,88008.92
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-79862755-3,2022-01-01T12:53:15,Bilbao,Expense,Minor expenses,-5.17,88003.75
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-52640049-4,2022-01-03T16:33:30,Bilbao,Expense,Minor expenses,-8.65,87995.1
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-68958602-5,2022-01-04T12:03:29,Bilbao,Expense,Pet expenses,-75.14,87919.96
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-10446704-6,2022-01-04T13:27:13,Bilbao,Expense,Minor expenses,-3.14,87916.82
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-3569002-8,2022-01-05T16:09:05,Bilbao,Basic services,water,-51.78,86077.75000000001
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-28463220-7,2022-01-05T17:14:00,Bilbao,Housing,Mortgage,-1787.29,86129.53000000001
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-95019557-9,2022-01-06T09:54:35,Bilbao,Basic services,water,-71.01,86006.74000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-66848285-10,2022-01-06T21:56:38,Bilbao,Basic services,electricity,-94.06,85912.68000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-19944068-11,2022-01-07T11:17:20,Bilbao,Basic services,gas,-65.39,85847.29000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-46067026-12,2022-01-08T11:06:57,Bilbao,Expense,Minor expenses,-8.96,85838.33000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-36643442-13,2022-01-12T17:36:21,Bilbao,Expense,Minor expenses,-5.26,85833.07000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-56107215-14,2022-01-13T10:30:50,Zarautz,Expense,Minor expenses,-8.86,85824.21000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-19923249-15,2022-01-15T17:34:32,Bilbao,Expense,Minor expenses,-5.85,85818.36000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-50117847-16,2022-01-16T12:13:14,Bilbao,Expense,Minor expenses,-4.85,85813.51000000001
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-25476716-17,2022-01-17T20:21:02,Bilbao,Expense,Minor expenses,-6.14,85807.37000000001
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-33625330-18,2022-01-18T07:42:44,Bilbao,Expense,Minor expenses,-8.09,85799.28000000001
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-41354010-19,2022-01-19T14:14:26,Bilbao,Expense,Minor expenses,-6.51,85792.77000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-94356197-20,2022-01-20T13:49:51,Bilbao,Expense,Minor expenses,-3.45,85789.32000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-13602973-22,2022-01-21T12:35:13,Bilbao,Expense,Minor expenses,-8.23,85409.34000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-1984201-21,2022-01-21T21:55:06,Bilbao,Expense,gifts,-371.75,85417.57000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-91216771-23,2022-01-22T20:46:30,Basauri,Expense,Minor expenses,-8.26,85401.08000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-90199969-25,2022-01-24T12:48:58,Bilbao,Expense,Minor expenses,-6.85,84790.12000000002
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-20077859-24,2022-01-24T21:13:20,Bilbao,Expense,food,-604.11,84796.97000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-43982453-26,2022-01-26T03:07:10,Bilbao,Expense,Minor expenses,-7.48,84782.64000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-74203760-27,2022-01-28T08:36:46,Bilbao,Expense,Minor expenses,-7.83,84774.81000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-17347883-28,2022-01-29T09:22:30,Bilbao,Expense,Minor expenses,-3.84,84770.97000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-82973364-29,2022-01-31T08:00:57,Bilbao,Expense,Minor expenses,-4.87,84766.10000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-1336505-32,2022-02-01T11:16:01,Llodio,Expense,Minor expenses,-3.03,91514.40000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-68709848-30,2022-02-01T13:01:23,Bilbao,transfer,Salary,3397.73,88163.83000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-14056619-31,2022-02-01T13:01:23,Bilbao,transfer,Partner Salary,3353.6,91517.43000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-63532043-33,2022-02-02T13:28:26,Bilbao,Expense,Minor expenses,-5.77,91508.63000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-23568280-34,2022-02-03T11:36:58,Bilbao,Expense,Minor expenses,-5.11,91503.52000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-52606353-35,2022-02-04T19:45:25,Bilbao,Expense,Minor expenses,-3.66,91499.86000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-92583497-37,2022-02-05T12:50:31,Bilbao,Basic services,electricity,-90.43,89622.14000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-62625501-36,2022-02-05T13:30:08,Bilbao,Housing,Mortgage,-1787.29,89712.57000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-37382294-38,2022-02-06T13:20:34,Bilbao,Basic services,gas,-56.55,89565.59000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-98054486-39,2022-02-06T14:58:45,Bilbao,Basic services,phone,-21.68,89543.91000000005
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-47601859-40,2022-02-08T16:27:04,Leioa,Expense,Minor expenses,-4.82,89539.09000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-89780436-41,2022-02-10T10:48:31,Bilbao,Expense,Minor expenses,-6.69,89532.40000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-5788974-42,2022-02-11T10:41:02,Bilbao,Expense,leisure,-163.49,89368.91000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-26071246-43,2022-02-11T14:06:05,Bilbao,Expense,Car expenses,-267.64,89101.27000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-67138145-44,2022-02-13T14:04:13,Bilbao,Expense,Minor expenses,-7.03,89094.24000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-40467222-45,2022-02-14T21:08:31,Bilbao,Expense,Minor expenses,-6.05,89088.19000000003
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-17690216-46,2022-02-15T20:17:17,Bilbao,Expense,Minor expenses,-5.9,89082.29000000004
High income,Maximino Asenjo Sanmiguel,ES9277666104228973708989,TXN-61684917-47,2022-02-16T16:32:23,Bilbao,Expense,food,-106.35,88975.94000000003
