profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-51595203-1,2022-01-01T17:57:09,Bilbao,transfer,Salary,2898.53,95004.52
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-59817744-2,2022-01-01T17:57:09,Bilbao,transfer,Partner Salary,3678.6,98683.12000000001
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-12798125-3,2022-01-03T09:22:14,Llodio,Expense,transport,-142.54,98540.58000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-2455147-4,2022-01-05T13:35:48,Bilbao,Housing,Mortgage,-1359.98,97180.60000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-13127353-5,2022-01-06T17:47:04,Bilbao,Basic services,water,-62.13,97118.47000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-99213769-8,2022-01-07T04:00:49,Oyón-Oion,Expense,food,-264.3,96760.41000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-12841698-6,2022-01-07T12:34:40,Bilbao,Basic services,water,-66.42,97052.05000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-85561094-7,2022-01-07T22:36:06,Bilbao,Basic services,electricity,-27.34,97024.71000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-35601167-9,2022-01-11T14:55:26,Bilbao,Expense,food,-592.65,96167.76000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-56323780-10,2022-01-11T20:05:41,Bilbao,Expense,gifts,-277.62,95890.14000000003
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-47750278-11,2022-01-18T04:03:34,Bilbao,Expense,transport,-168.46,95721.68000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-90853033-12,2022-01-23T09:06:49,Basauri,Expense,travel,-1885.86,93835.82000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-29282818-13,2022-01-26T16:04:39,Bilbao,Expense,food,-139.47,93696.35000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-1242058-14,2022-01-29T09:07:38,Bilbao,Expense,transport,-171.95,93524.40000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-24346097-15,2022-02-01T15:16:10,Bilbao,transfer,Salary,2898.53,96422.93000000002
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-783784-16,2022-02-01T15:16:10,Bilbao,transfer,Partner Salary,3678.6,100101.53000000003
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-5841701-17,2022-02-05T09:55:55,Bilbao,Housing,Mortgage,-1359.98,98741.55000000003
High income,Claudio Prats Perera,ES8547389123126642575170,TXN-94780219-19,2022-02-05T16:15:50,Bilbao,Basic services,internet,-44.17,98620.12000000004
