profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-81741529-1,2022-01-01T20:06:00,Bilbao,transfer,Salary,3955.42,14741.42
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-75073097-2,2022-01-01T20:06:00,Bilbao,transfer,Partner Salary,3792.99,18534.41
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-52856011-3,2022-01-02T18:29:15,Bilbao,Expense,Minor expenses,-9.49,18524.92
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-2176036-4,2022-01-03T11:36:31,Sestao,Expense,Minor expenses,-9.77,18515.149999999998
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-2247588-5,2022-01-04T08:00:22,Bilbao,Expense,Minor expenses,-4.15,18510.999999999996
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-46547556-6,2022-01-05T09:51:01,Bilbao,Housing,Mortgage,-542.23,17968.769999999997
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-23668347-9,2022-01-05T15:42:49,Bilbao,Basic services,phone,-21.26,17757.87
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-70758732-8,2022-01-05T16:53:16,Bilbao,Basic services,internet,-67.59,17779.129999999997
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-41756704-7,2022-01-05T18:43:27,Bilbao,Basic services,electricity,-122.05,17846.719999999998
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-15376803-10,2022-01-06T11:59:02,Bilbao,Basic services,water,-45.52,17712.35
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-72864918-11,2022-01-06T16:01:13,Bilbao,Expense,gifts,-208.21,17504.14
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-99687682-12,2022-01-06T23:00:37,Bilbao,Expense,Minor expenses,-4.37,17499.77
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-52349939-13,2022-01-10T12:44:01,Bilbao,Expense,Minor expenses,-5.9,17493.87
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-65101844-14,2022-01-11T20:13:21,Bilbao,Expense,Minor expenses,-9.43,17484.44
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-86838806-15,2022-01-12T16:30:46,Bilbao,Expense,leisure,-15.71,17468.73
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-1243056-16,2022-01-12T18:23:05,Bilbao,Expense,Minor expenses,-7.88,17460.85
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-17338258-17,2022-01-13T09:57:23,Bilbao,Expense,Minor expenses,-4.35,17456.5
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-45371326-18,2022-01-14T10:10:52,Bilbao,Expense,transport,-159.45,17297.05
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-42249264-19,2022-01-14T14:02:19,Bilbao,Expense,Minor expenses,-7.53,17289.52
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-77158140-21,2022-01-15T12:56:27,Bilbao,Expense,Minor expenses,-9.84,17229.73
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-60998672-20,2022-01-15T17:41:20,Bilbao,Expense,transport,-49.95,17239.57
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-27030143-22,2022-01-16T15:00:33,Bilbao,Expense,Minor expenses,-3.66,17226.07
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-76596341-23,2022-01-17T19:49:17,Bilbao,Expense,Minor expenses,-6.67,17219.4
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-43287534-24,2022-01-18T08:11:19,Bilbao,Expense,Minor expenses,-4.76,17214.640000000003
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-58911352-25,2022-01-20T08:05:55,Bilbao,Expense,Minor expenses,-4.07,17210.570000000003
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-76082396-26,2022-01-21T20:24:35,Bilbao,Expense,Minor expenses,-6.0,17204.570000000003
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-61292382-27,2022-01-22T20:25:58,Bilbao,Expense,Minor expenses,-6.9,17197.670000000002
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-50295459-28,2022-01-23T22:41:02,Bilbao,Expense,Minor expenses,-7.2,17190.47
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-5298576-29,2022-01-24T10:35:17,Bilbao,Expense,Minor expenses,-5.62,17184.850000000002
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-24864895-30,2022-01-25T17:57:19,Bilbao,Expense,Minor expenses,-3.99,17180.86
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-59108315-31,2022-01-27T15:03:58,Bilbao,Expense,Minor expenses,-4.72,17176.14
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-41995824-32,2022-01-28T12:13:19,Bilbao,Expense,Minor expenses,-3.53,17172.61
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-67333886-33,2022-01-30T16:18:25,Bilbao,Expense,Minor expenses,-6.93,17165.68
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-9978912-34,2022-02-01T17:49:29,Bilbao,transfer,Salary,3955.42,21121.1
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-45570519-35,2022-02-01T17:49:29,Bilbao,transfer,Partner Salary,3792.99,24914.089999999997
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-39331191-36,2022-02-01T20:16:56,Bilbao,Expense,Minor expenses,-8.87,24905.219999999998
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-17020614-37,2022-02-02T17:53:32,Santurtzi,Expense,Minor expenses,-5.29,24899.929999999997
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-44383155-38,2022-02-03T15:32:17,Bilbao,Expense,Minor expenses,-3.31,24896.619999999995
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-86086108-39,2022-02-04T17:22:01,Bilbao,Expense,Minor expenses,-7.07,24889.549999999996
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-99107762-40,2022-02-05T09:39:17,Bilbao,Housing,Mortgage,-542.23,24347.319999999996
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-49352953-42,2022-02-05T12:09:08,Bilbao,Basic services,phone,-85.67,24231.589999999997
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-39991529-41,2022-02-05T15:43:13,Bilbao,Basic services,internet,-30.06,24317.259999999995
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-92390189-43,2022-02-05T16:42:41,Bilbao,Expense,Minor expenses,-3.47,24228.119999999995
High income,Alondra Segura Pardo,ES4921241577643189958034,TXN-13460745-45,2022-02-07T20:00:26,Bilbao,Expense,Minor expenses,-9.45,24164.239999999994
