profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Roberto Marqués,ES2735968251934726443598,TXN-78701221-1,2022-01-01T10:05:39,Bilbao,transfer,Salary,3387.82,74380.1
High income,Roberto Marqués,ES2735968251934726443598,TXN-58570606-2,2022-01-01T10:05:39,Bilbao,transfer,Partner Salary,3405.2,77785.3
High income,Roberto Marqués,ES2735968251934726443598,TXN-42050211-5,2022-01-05T12:48:36,Bilbao,Basic services,gas,-41.83,76069.16
High income,Roberto Marqués,ES2735968251934726443598,TXN-40765127-4,2022-01-05T13:16:15,Bilbao,Basic services,water,-57.41,76110.99
High income,Roberto Marqués,ES2735968251934726443598,TXN-87404723-3,2022-01-05T14:10:47,Bilbao,Housing,Mortgage,-1616.9,76168.40000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-2259498-7,2022-01-06T10:56:40,Bilbao,Basic services,gas,-43.17,75952.23000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-1551519-6,2022-01-06T16:35:23,Bilbao,Basic services,water,-73.76,75995.40000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-59775131-8,2022-01-06T23:45:19,Bilbao,Basic services,phone,-47.74,75904.49
High income,Roberto Marqués,ES2735968251934726443598,TXN-90415890-10,2022-01-07T12:55:33,Bilbao,Basic services,internet,-49.82,75785.83
High income,Roberto Marqués,ES2735968251934726443598,TXN-70140284-11,2022-01-07T13:48:16,Hernani,Expense,food,-694.03,75091.8
High income,Roberto Marqués,ES2735968251934726443598,TXN-3063824-9,2022-01-07T14:18:27,Bilbao,Basic services,water,-68.84,75835.65000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-54179729-12,2022-01-07T16:32:59,Bilbao,Expense,transport,-196.5,74895.3
High income,Roberto Marqués,ES2735968251934726443598,TXN-78208348-13,2022-01-23T05:45:49,Bilbao,Expense,gifts,-470.79,74424.51000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-68567141-14,2022-01-29T08:47:09,Bilbao,Expense,clothing,-170.01,74254.50000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-66987093-15,2022-01-31T08:55:25,Berango,Expense,education,-82.58,74171.92000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-46629496-16,2022-02-01T16:02:48,Bilbao,transfer,Salary,3387.82,77559.74000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-65403715-17,2022-02-01T16:02:48,Bilbao,transfer,Partner Salary,3405.2,80964.94000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-6532672-18,2022-02-01T16:02:48,Bilbao,transfer,Extra Income,338.78,81303.72000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-25768902-19,2022-02-03T01:42:38,Bilbao,Expense,healthcare,-109.35,81194.37000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-48157804-20,2022-02-05T10:37:28,Bilbao,Housing,Mortgage,-1616.9,79577.47000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-10036249-24,2022-02-05T11:14:55,Bilbao,Basic services,internet,-59.81,79262.50000000003
High income,Roberto Marqués,ES2735968251934726443598,TXN-24331803-22,2022-02-05T15:51:28,Bilbao,Basic services,electricity,-129.84,79377.43000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-68978948-21,2022-02-05T17:41:40,Bilbao,Basic services,water,-70.2,79507.27000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-84404208-23,2022-02-05T20:38:57,Bilbao,Basic services,gas,-55.12,79322.31000000003
High income,Roberto Marqués,ES2735968251934726443598,TXN-74843797-26,2022-02-06T20:19:08,Bilbao,Basic services,phone,-34.43,79154.22000000003
High income,Roberto Marqués,ES2735968251934726443598,TXN-40901556-25,2022-02-06T22:39:06,Bilbao,Basic services,electricity,-73.85,79188.65000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-48765675-28,2022-02-07T10:00:02,Bilbao,Basic services,phone,-54.05,79026.07000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-55168432-27,2022-02-07T20:42:25,Bilbao,Basic services,internet,-74.1,79080.12000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-47065202-29,2022-02-11T15:51:53,Bilbao,Expense,gifts,-83.13,78942.94000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-70940556-30,2022-02-25T12:06:28,Bilbao,Expense,repairs,-700.61,78242.33000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-2564450-34,2022-03-01T12:08:57,Bilbao,Expense,clothing,-399.1,84599.50000000001
High income,Roberto Marqués,ES2735968251934726443598,TXN-74246753-31,2022-03-01T13:54:02,Bilbao,transfer,Salary,3387.82,81630.15000000002
High income,Roberto Marqués,ES2735968251934726443598,TXN-20098774-32,2022-03-01T13:54:02,Bilbao,transfer,Partner Salary,3405.2,85035.35000000002
